week,year,month,season,category,search_index,search_growth,momentum_4w,keyword_frequency,brand_popularity,avg_price,avg_rating,cotton_ratio,printed_ratio,oversized_ratio,pastel_ratio,dark_ratio,bright_ratio,pattern_printed_ratio,pattern_plain_ratio,image_count,availability_count,discount_avg,new_arrival_ratio,trend_label,next_week_search
135,2023,10,Autumn,Hoodie,35.05,0.06373292867981784,35.6575,120,0.54,1785.42,4.1,0.37,0.09,0.28,0.66,0.73,0.0,0.09,0.91,218,284,0.15,0.32,2,40.66
136,2023,10,Autumn,Hoodie,40.66,0.16005706134094155,36.565,118,0.69,1757.19,3.42,0.24,0.09,0.02,0.48,0.53,0.0,0.09,0.91,240,274,0.18,0.2,2,34.71
137,2023,11,Autumn,Hoodie,34.71,-0.1463354648302999,35.8425,107,0.36,2080.99,4.54,0.35,0.72,0.17,0.47,0.32,0.21,0.72,0.28,219,312,0.2,0.14,0,43.44
138,2023,11,Autumn,Hoodie,43.44,0.2515125324114087,38.464999999999996,125,0.4,1577.91,4.36,0.27,0.39,0.03,0.64,0.92,0.0,0.39,0.61,229,301,0.23,0.14,2,38.66
139,2023,11,Autumn,Hoodie,38.66,-0.11003683241252304,39.3675,124,0.33,1765.56,4.05,0.09,0.38,0.02,0.22,0.32,0.46,0.38,0.62,230,296,0.23,0.66,0,42.32
140,2023,11,Autumn,Hoodie,42.32,0.09467149508535955,39.7825,124,0.5,1892.54,4.52,0.25,0.27,0.21,0.19,0.42,0.39,0.27,0.73,207,300,0.15,0.16,2,41.65
141,2023,12,Winter,Hoodie,41.65,-0.015831758034026477,41.5175,123,0.43,1937.73,4.1,0.45,0.4,0.07,0.23,0.5,0.27,0.4,0.6,251,266,0.17,0.15,1,43.85
142,2023,12,Winter,Hoodie,43.85,0.05282112845138065,41.62,120,0.88,1759.46,4.61,0.13,0.28,0.0,0.45,0.58,0.0,0.28,0.72,250,288,0.21,0.23,2,50.28
143,2023,12,Winter,Hoodie,50.28,0.14663625997719487,44.525,138,0.43,1809.24,3.33,0.02,0.51,0.16,0.46,0.33,0.21,0.51,0.49,243,243,0.21,0.04,2,45.04
144,2023,12,Winter,Hoodie,45.04,-0.10421638822593482,45.205,151,0.58,1874.17,4.17,0.5,0.31,0.18,0.26,0.15,0.59,0.31,0.69,238,250,0.1,0.17,0,52.52
145,2024,1,Winter,Hoodie,52.52,0.1660746003552398,47.9225,150,0.75,1918.28,3.59,0.2,0.14,0.15,0.52,0.39,0.09,0.14,0.86,260,316,0.15,0.12,2,52.1
146,2024,1,Winter,Hoodie,52.1,-0.007996953541507978,49.985,156,0.4,1870.43,4.19,0.43,0.25,0.37,0.07,0.32,0.61,0.25,0.75,242,337,0.2,0.04,1,52.41
147,2024,1,Winter,Hoodie,52.41,0.005950095969289748,50.5175,154,0.4,2036.65,4.17,0.14,0.33,0.22,0.2,0.52,0.28,0.33,0.67,259,310,0.23,0.2,1,55.5
148,2024,1,Winter,Hoodie,55.5,0.05895821408128232,53.1325,165,0.68,1929.85,4.32,0.3,0.62,0.03,0.43,0.42,0.15,0.62,0.38,259,276,0.25,0.35,2,61.11
149,2024,2,Winter,Hoodie,61.11,0.10108108108108116,55.28,182,0.77,1917.42,4.28,0.18,0.31,0.01,0.55,0.27,0.18,0.31,0.69,260,336,0.17,0.16,2,63.09
150,2024,2,Winter,Hoodie,63.09,0.032400589101620136,58.0275,193,0.37,1849.72,4.64,0.12,0.2,0.38,0.24,0.25,0.51,0.2,0.8,279,319,0.15,0.04,1,63.0
151,2024,2,Winter,Hoodie,63.0,-0.0014265335235378318,60.675000000000004,191,0.61,1601.98,3.83,0.61,0.45,0.26,0.7,0.34,0.0,0.45,0.55,285,338,0.18,0.29,1,65.8
152,2024,2,Winter,Hoodie,65.8,0.04444444444444451,63.25,186,0.71,2352.7,3.63,0.35,0.23,0.1,0.39,0.5,0.11,0.23,0.77,278,346,0.22,0.03,1,65.51
153,2024,3,Summer,Hoodie,65.51,-0.004407294832826647,64.35,209,0.57,2086.4,4.14,0.34,0.5,0.42,0.44,0.78,0.0,0.5,0.5,255,282,0.14,0.48,1,65.04
154,2024,3,Summer,Hoodie,65.04,-0.007174477179056615,64.8375,187,0.68,2014.89,4.02,0.1,0.7,0.37,0.26,0.55,0.19,0.7,0.3,232,302,0.22,0.18,1,63.16
155,2024,3,Summer,Hoodie,63.16,-0.028905289052890693,64.8775,205,0.76,1938.89,4.34,0.09,0.29,0.26,0.13,0.41,0.46,0.29,0.71,261,315,0.14,0.06,1,60.4
156,2024,3,Summer,Hoodie,60.4,-0.04369854338188728,63.5275,180,0.33,1997.3,4.04,0.66,0.72,0.15,0.65,0.68,0.0,0.72,0.28,295,310,0.24,0.16,1,67.05
157,2024,4,Summer,Hoodie,67.05,0.11009933774834435,63.9125,215,0.89,1949.24,3.94,0.31,0.23,0.09,0.28,0.54,0.18,0.23,0.77,296,385,0.17,0.26,2,66.36
158,2024,4,Summer,Hoodie,66.36,-0.01029082774049217,64.24249999999999,211,0.43,2052.1,4.11,0.49,0.5,0.07,0.33,0.12,0.55,0.5,0.5,292,372,0.22,0.14,1,64.77
159,2024,4,Summer,Hoodie,64.77,-0.02396021699819173,64.645,191,0.74,1505.11,3.71,0.58,0.04,0.14,0.31,0.35,0.34,0.04,0.96,289,327,0.21,0.11,1,61.57
160,2024,4,Summer,Hoodie,61.57,-0.049405589007256334,64.9375,189,0.48,1719.42,4.33,0.09,0.18,0.05,0.41,0.68,0.0,0.18,0.82,282,265,0.18,0.43,1,60.5
161,2024,5,Summer,Hoodie,60.5,-0.01737859347084625,63.3,170,0.61,1743.33,4.3,0.13,0.27,0.12,0.41,0.66,0.0,0.27,0.73,314,339,0.15,0.36,1,60.99
162,2024,5,Summer,Hoodie,60.99,0.00809917355371903,61.957499999999996,173,0.33,2221.5,4.1,0.18,0.38,0.09,0.46,0.28,0.26,0.38,0.62,285,318,0.15,0.35,1,62.58
163,2024,5,Summer,Hoodie,62.58,0.026069847515986178,61.41,176,0.67,1739.01,4.09,0.09,0.38,0.04,0.03,0.42,0.55,0.38,0.62,269,315,0.15,0.55,1,55.8
164,2024,5,Summer,Hoodie,55.8,-0.10834132310642375,59.9675,171,0.87,2085.54,4.28,0.43,0.21,0.08,0.2,0.04,0.76,0.21,0.79,268,333,0.16,0.04,0,58.28
165,2024,6,Monsoon,Hoodie,58.28,0.04444444444444451,59.4125,184,0.76,2142.52,4.37,0.05,0.39,0.2,0.4,0.91,0.0,0.39,0.61,271,303,0.13,0.29,1,62.09
166,2024,6,Monsoon,Hoodie,62.09,0.06537405628002757,59.6875,172,0.52,2117.44,3.81,0.49,0.2,0.15,0.4,0.17,0.43,0.2,0.8,245,316,0.25,0.17,2,52.78
167,2024,6,Monsoon,Hoodie,52.78,-0.1499436302142052,57.237500000000004,149,0.81,2100.16,4.13,0.06,0.24,0.08,0.48,0.78,0.0,0.24,0.76,234,324,0.21,0.16,0,56.54
168,2024,6,Monsoon,Hoodie,56.54,0.0712391057218642,57.4225,158,0.89,2015.82,4.23,0.09,0.25,0.24,0.43,0.46,0.11,0.25,0.75,243,343,0.18,0.3,2,45.69
169,2024,7,Monsoon,Hoodie,45.69,-0.19189954014856736,54.275,116,0.81,2066.21,4.24,0.15,0.16,0.19,0.48,0.32,0.2,0.16,0.84,243,279,0.13,0.4,0,48.14
170,2024,7,Monsoon,Hoodie,48.14,0.053622236813307245,50.7875,137,0.83,1919.39,4.02,0.17,0.19,0.24,0.39,0.3,0.31,0.19,0.81,286,271,0.21,0.46,2,44.32
171,2024,7,Monsoon,Hoodie,44.32,-0.07935189031990031,48.6725,132,0.37,1569.79,3.73,0.38,0.4,0.0,0.52,0.24,0.24,0.4,0.6,246,288,0.24,0.25,0,47.09
172,2024,7,Monsoon,Hoodie,47.09,0.0625,46.31,158,0.56,1950.67,4.05,0.04,0.48,0.17,0.63,0.38,0.0,0.48,0.52,260,261,0.19,0.14,2,38.34
173,2024,8,Monsoon,Hoodie,38.34,-0.18581439796135057,44.472500000000004,125,0.37,1814.85,4.08,0.35,0.07,0.24,0.75,0.32,0.0,0.07,0.93,216,274,0.14,0.24,0,42.11
174,2024,8,Monsoon,Hoodie,42.11,0.09833072509128837,42.965,130,0.33,2167.57,3.69,0.5,0.21,0.21,0.04,0.23,0.73,0.21,0.79,231,321,0.1,0.15,2,38.75
175,2024,8,Monsoon,Hoodie,38.75,-0.07979102350985512,41.572500000000005,115,0.68,2106.23,4.63,0.4,0.45,0.06,0.25,0.28,0.47,0.45,0.55,239,267,0.18,0.1,0,35.88
176,2024,8,Monsoon,Hoodie,35.88,-0.0740645161290322,38.77,110,0.69,1895.34,4.07,0.08,0.29,0.12,0.1,0.48,0.42,0.29,0.71,214,294,0.13,0.01,0,36.0
177,2024,9,Autumn,Hoodie,36.0,0.0033444816053511683,38.185,107,0.87,2064.77,4.34,0.53,0.13,0.0,0.4,0.59,0.01,0.13,0.87,220,324,0.16,0.27,1,38.12
178,2024,9,Autumn,Hoodie,38.12,0.05888888888888877,37.1875,116,0.88,1713.48,4.51,0.44,0.1,0.4,0.3,0.61,0.09,0.1,0.9,232,299,0.32,0.12,2,33.94
179,2024,9,Autumn,Hoodie,33.94,-0.10965372507869886,35.985,122,0.71,2120.9,3.9,0.07,0.4,0.02,0.17,0.6,0.23,0.4,0.6,241,234,0.17,0.2,0,33.81
180,2024,9,Autumn,Hoodie,33.81,-0.0038302887448437017,35.4675,98,0.63,2009.45,4.41,0.33,0.58,0.08,0.24,0.24,0.52,0.58,0.42,217,270,0.22,0.37,1,37.23
181,2024,10,Autumn,Hoodie,37.23,0.1011535048802128,35.775,116,0.81,2131.43,3.9,0.43,0.29,0.13,0.16,0.64,0.2,0.29,0.71,202,281,0.27,0.17,2,34.73
182,2024,10,Autumn,Hoodie,34.73,-0.06715014773032502,34.927499999999995,96,0.56,2159.99,3.96,0.12,0.32,0.01,0.46,0.76,0.0,0.32,0.68,200,263,0.24,0.08,0,33.28
183,2024,10,Autumn,Hoodie,33.28,-0.04175064785488036,34.7625,92,0.41,2240.64,4.09,0.41,0.16,0.01,0.16,0.53,0.31,0.16,0.84,197,236,0.19,0.19,1,36.96
184,2024,10,Autumn,Hoodie,36.96,0.11057692307692313,35.55,108,0.56,2223.54,3.81,0.37,0.44,0.57,0.42,0.61,0.0,0.44,0.56,202,251,0.25,0.2,2,37.91
185,2024,11,Autumn,Hoodie,37.91,0.025703463203463173,35.72,108,0.32,2151.55,3.85,0.42,0.12,0.17,0.17,0.3,0.53,0.12,0.88,224,278,0.19,0.41,1,43.51
186,2024,11,Autumn,Hoodie,43.51,0.14771828013716704,37.915,142,0.5,1811.53,3.98,0.38,0.7,0.13,0.58,0.24,0.18,0.7,0.3,221,285,0.19,0.26,2,39.87
187,2024,11,Autumn,Hoodie,39.87,-0.08365892898184324,39.5625,99,0.67,1553.35,4.45,0.19,0.13,0.07,0.34,0.65,0.01,0.13,0.87,214,290,0.05,0.45,0,41.38
188,2024,11,Autumn,Hoodie,41.38,0.03787308753448726,40.6675,136,0.42,2398.77,4.03,0.31,0.25,0.06,0.54,0.46,0.0,0.25,0.75,264,305,0.09,0.4,1,38.36
189,2024,12,Winter,Hoodie,38.36,-0.07298211696471735,40.78,114,0.77,1750.81,4.84,0.16,0.46,0.14,0.7,0.45,0.0,0.46,0.54,238,285,0.19,0.11,0,41.97
190,2024,12,Winter,Hoodie,41.97,0.09410844629822734,40.394999999999996,132,0.88,1955.85,3.62,0.2,0.5,0.15,0.43,0.38,0.19,0.5,0.5,208,278,0.16,0.1,2,44.16
191,2024,12,Winter,Hoodie,44.16,0.052180128663330994,41.4675,137,0.83,2138.91,3.23,0.39,0.19,0.03,0.37,0.41,0.22,0.19,0.81,227,319,0.2,0.3,2,53.05
192,2024,12,Winter,Hoodie,53.05,0.20131340579710155,44.385,159,0.8,1960.66,3.71,0.29,0.71,0.05,0.28,0.16,0.56,0.71,0.29,275,278,0.14,0.07,2,52.79
193,2025,1,Winter,Hoodie,52.79,-0.004901036757775645,47.9925,179,0.53,2211.67,4.29,0.29,0.13,0.02,0.61,0.64,0.0,0.13,0.87,241,297,0.18,0.48,1,52.28
194,2025,1,Winter,Hoodie,52.28,-0.009660920628907,50.57,147,0.46,2135.93,4.03,0.29,0.05,0.05,0.26,0.88,0.0,0.05,0.95,279,289,0.22,0.21,1,54.74
195,2025,1,Winter,Hoodie,54.74,0.04705432287681721,53.215,164,0.4,2161.36,4.57,0.05,0.46,0.08,0.29,0.33,0.38,0.46,0.54,263,316,0.19,0.52,1,52.58
196,2025,1,Winter,Hoodie,52.58,-0.039459261965655856,53.0975,166,0.64,1921.7,4.1,0.31,0.52,0.42,0.2,0.47,0.33,0.52,0.48,272,303,0.17,0.27,1,57.45
197,2025,2,Winter,Hoodie,57.45,0.09262076835298605,54.2625,169,0.8,2047.16,3.83,0.18,0.36,0.26,0.76,0.88,0.0,0.36,0.64,277,325,0.23,0.51,2,57.17
198,2025,2,Winter,Hoodie,57.17,-0.004873803307223645,55.485,175,0.3,2088.26,4.4,0.4,0.42,0.05,0.2,0.29,0.51,0.42,0.58,260,314,0.26,0.11,1,62.68
199,2025,2,Winter,Hoodie,62.68,0.09637921987056153,57.47,185,0.44,1871.87,3.92,0.27,0.48,0.03,0.51,0.47,0.02,0.48,0.52,292,277,0.25,0.24,2,66.63
200,2025,2,Winter,Hoodie,66.63,0.06301850670070186,60.9825,210,0.34,2153.9,4.07,0.46,0.38,0.13,0.79,0.52,0.0,0.38,0.62,247,316,0.16,0.12,2,65.18
201,2025,3,Summer,Hoodie,65.18,-0.021761969082995436,62.915,192,0.7,1899.41,3.93,0.52,0.32,0.16,0.72,0.29,0.0,0.32,0.68,253,308,0.3,0.33,1,62.56
202,2025,3,Summer,Hoodie,62.56,-0.04019637925744102,64.2625,198,0.87,2217.4,4.08,0.32,0.68,0.06,0.67,0.59,0.0,0.68,0.32,263,343,0.21,0.3,1,68.75
203,2025,3,Summer,Hoodie,68.75,0.09894501278772383,65.78,219,0.52,1949.68,4.09,0.11,0.08,0.06,0.35,0.09,0.56,0.08,0.92,292,357,0.21,0.16,2,69.03
204,2025,3,Summer,Hoodie,69.03,0.004072727272727228,66.38,210,0.72,1961.38,4.4,0.35,0.57,0.17,0.16,0.71,0.13,0.57,0.43,285,375,0.22,0.3,1,65.02
205,2025,4,Summer,Hoodie,65.02,-0.05809068520932936,66.34,195,0.57,1954.46,3.74,0.44,0.13,0.13,0.5,0.13,0.37,0.13,0.87,260,342,0.18,0.22,0,63.03
206,2025,4,Summer,Hoodie,63.03,-0.030605967394647715,66.4575,210,0.47,1909.86,4.09,0.33,0.53,0.12,0.37,0.27,0.36,0.53,0.47,248,338,0.15,0.07,1,65.43
207,2025,4,Summer,Hoodie,65.43,0.038077106139933425,65.6275,190,0.86,1796.53,4.12,0.37,0.29,0.15,0.26,0.37,0.37,0.29,0.71,254,298,0.15,0.55,1,61.85
208,2025,4,Summer,Hoodie,61.85,-0.05471496255540276,63.8325,181,0.58,2196.94,3.91,0.18,0.21,0.03,0.35,0.51,0.14,0.21,0.79,278,294,0.21,0.2,0,64.31
209,2025,5,Summer,Hoodie,64.31,0.0397736459175424,63.655,183,0.42,2230.21,4.05,0.4,0.11,0.01,0.29,0.47,0.24,0.11,0.89,273,364,0.2,0.09,1,59.61
210,2025,5,Summer,Hoodie,59.61,-0.07308350178821343,62.80000000000001,180,0.86,2112.46,4.22,0.17,0.3,0.07,0.62,0.33,0.05,0.3,0.7,227,323,0.19,0.15,0,53.19
211,2025,5,Summer,Hoodie,53.19,-0.10770005032712637,59.74000000000001,157,0.36,1894.83,4.36,0.29,0.54,0.32,0.63,0.14,0.23,0.54,0.46,241,323,0.2,0.25,0,59.73
212,2025,5,Summer,Hoodie,59.73,0.12295544275239711,59.21,165,0.55,1783.17,3.95,0.34,0.05,0.13,0.32,0.35,0.33,0.05,0.95,287,372,0.23,0.1,2,53.54
213,2025,6,Monsoon,Hoodie,53.54,-0.10363301523522517,56.5175,160,0.41,2047.83,3.88,0.33,0.56,0.09,0.14,0.5,0.36,0.56,0.44,243,313,0.25,0.3,0,56.63
214,2025,6,Monsoon,Hoodie,56.63,0.057713858797161066,55.772499999999994,174,0.51,1823.98,4.15,0.13,0.57,0.07,0.16,0.67,0.17,0.57,0.43,286,326,0.21,0.16,2,48.26
215,2025,6,Monsoon,Hoodie,48.26,-0.1478015186297017,54.53999999999999,144,0.62,1811.72,4.47,0.08,0.4,0.04,0.07,0.56,0.37,0.4,0.6,268,290,0.21,0.19,0,48.27
216,2025,6,Monsoon,Hoodie,48.27,0.0002072109407378342,51.675,129,0.54,2175.41,3.95,0.24,0.37,0.09,0.64,0.26,0.1,0.37,0.63,301,313,0.24,0.2,1,50.17
217,2025,7,Monsoon,Hoodie,50.17,0.03936192251916304,50.8325,153,0.51,2101.35,4.13,0.1,0.3,0.14,0.18,0.1,0.72,0.3,0.7,263,338,0.23,0.12,1,41.74
218,2025,7,Monsoon,Hoodie,41.74,-0.1680287024117999,47.11,121,0.52,2262.8,4.45,0.42,0.09,0.12,0.34,0.2,0.46,0.09,0.91,217,285,0.28,0.36,0,40.8
219,2025,7,Monsoon,Hoodie,40.8,-0.022520364159080097,45.245000000000005,125,0.83,2243.51,4.64,0.39,0.25,0.12,0.35,0.62,0.03,0.25,0.75,236,290,0.27,0.32,1,45.18
220,2025,7,Monsoon,Hoodie,45.18,0.10735294117647065,44.472500000000004,125,0.76,2047.68,3.92,0.09,0.14,0.02,0.19,0.5,0.31,0.14,0.86,254,270,0.22,0.25,2,39.29
221,2025,8,Monsoon,Hoodie,39.29,-0.13036741921204076,41.7525,110,0.69,2307.42,3.29,0.44,0.69,0.4,0.53,0.12,0.35,0.69,0.31,242,288,0.19,0.18,0,32.11
222,2025,8,Monsoon,Hoodie,32.11,-0.1827437006871978,39.345,99,0.48,1848.27,4.47,0.38,0.48,0.21,0.62,0.6,0.0,0.48,0.52,235,261,0.19,0.51,0,35.32
223,2025,8,Monsoon,Hoodie,35.32,0.09996885705387726,37.975,89,0.64,1824.03,4.04,0.26,0.48,0.26,0.49,0.31,0.2,0.48,0.52,206,262,0.1,0.05,2,33.52
224,2025,8,Monsoon,Hoodie,33.52,-0.05096262740656843,35.06,97,0.62,2032.92,4.09,0.25,0.12,0.01,0.6,0.5,0.0,0.12,0.88,197,277,0.2,0.15,0,37.11
225,2025,9,Autumn,Hoodie,37.11,0.10710023866348428,34.515,113,0.32,2182.63,4.18,0.38,0.27,0.08,0.47,0.33,0.2,0.27,0.73,204,279,0.19,0.15,2,36.48
226,2025,9,Autumn,Hoodie,36.48,-0.016976556184316927,35.6075,93,0.52,1886.87,4.01,0.33,0.08,0.11,0.53,0.53,0.0,0.08,0.92,215,271,0.29,0.07,1,35.26
227,2025,9,Autumn,Hoodie,35.26,-0.0334429824561403,35.5925,116,0.48,2106.33,3.4,0.18,0.54,0.12,0.35,0.7,0.0,0.54,0.46,203,250,0.16,0.15,1,34.4
228,2025,9,Autumn,Hoodie,34.4,-0.024390243902439046,35.8125,98,0.85,1993.08,4.54,0.33,0.35,0.34,0.36,0.23,0.41,0.35,0.65,256,299,0.21,0.52,1,37.31
229,2025,10,Autumn,Hoodie,37.31,0.08459302325581408,35.8625,98,0.64,2028.43,3.68,0.13,0.64,0.02,0.48,0.4,0.12,0.64,0.36,239,245,0.24,0.22,2,31.85
230,2025,10,Autumn,Hoodie,31.85,-0.14634146341463417,34.705,107,0.56,2157.67,4.6,0.27,0.56,0.25,0.63,0.33,0.04,0.56,0.44,202,284,0.21,0.15,0,38.72
231,2025,10,Autumn,Hoodie,38.72,0.2156985871271584,35.57,128,0.85,2138.04,4.45,0.32,0.22,0.1,0.51,0.45,0.04,0.22,0.78,242,274,0.2,0.11,2,31.31
232,2025,10,Autumn,Hoodie,31.31,-0.1913739669421488,34.7975,75,0.58,1713.78,4.08,0.65,0.04,0.17,0.58,0.28,0.14,0.04,0.96,233,252,0.22,0.15,0,34.48
233,2025,11,Autumn,Hoodie,34.48,0.10124560843181096,34.089999999999996,105,0.4,1854.2,4.43,0.33,0.39,0.17,0.43,0.22,0.35,0.39,0.61,219,275,0.25,0.33,2,39.67
234,2025,11,Autumn,Hoodie,39.67,0.15052204176334127,36.045,119,0.65,1804.76,4.09,0.13,0.46,0.24,0.18,0.1,0.72,0.46,0.54,214,296,0.17,0.1,2,44.01
235,2025,11,Autumn,Hoodie,44.01,0.10940257121250307,37.3675,136,0.47,1830.49,4.19,0.33,0.46,0.18,0.41,0.37,0.22,0.46,0.54,224,271,0.24,0.18,2,48.96
236,2025,11,Autumn,Hoodie,48.96,0.11247443762781195,41.78,142,0.54,1963.53,4.03,0.31,0.23,0.01,0.64,0.7,0.0,0.23,0.77,260,279,0.13,0.47,2,49.78
237,2025,12,Winter,Hoodie,49.78,0.016748366013071836,45.605000000000004,149,0.55,1745.36,4.28,0.44,0.03,0.01,0.16,0.2,0.64,0.03,0.97,281,322,0.16,0.28,1,48.24
238,2025,12,Winter,Hoodie,48.24,-0.030936118923262312,47.747499999999995,138,0.51,1848.74,4.29,0.42,0.5,0.18,0.42,0.69,0.0,0.5,0.5,200,314,0.2,0.22,1,41.26
239,2025,12,Winter,Hoodie,41.26,-0.14469320066335,47.06,129,0.68,2314.79,4.46,0.06,0.54,0.01,0.55,0.15,0.3,0.54,0.46,218,281,0.14,0.15,0,50.69
1,2021,1,Winter,Jeans,51.33,0.0,50.3825,163,0.78,1504.17,4.04,0.55,0.16,0.13,0.62,0.36,0.02,0.16,0.84,259,282,0.24,0.23,1,48.66
2,2021,1,Winter,Jeans,48.66,-0.0520163646990065,50.3825,151,0.31,1345.83,4.11,0.1,0.33,0.12,0.36,0.39,0.25,0.33,0.67,222,320,0.31,0.45,0,51.21
3,2021,1,Winter,Jeans,51.21,0.05240443896424174,50.3825,168,0.84,1662.49,3.96,0.53,0.52,0.13,0.57,0.23,0.2,0.52,0.48,265,336,0.15,0.52,2,50.33
4,2021,1,Winter,Jeans,50.33,-0.017184143721929335,50.3825,140,0.31,1436.6,4.12,0.22,0.31,0.05,0.36,0.44,0.2,0.31,0.69,215,338,0.23,0.21,1,47.49
5,2021,2,Winter,Jeans,47.49,-0.05642757798529696,49.4225,160,0.32,1741.55,3.93,0.08,0.13,0.16,0.58,0.43,0.0,0.13,0.87,223,321,0.2,0.37,0,49.88
6,2021,2,Winter,Jeans,49.88,0.05032638450200033,49.727500000000006,156,0.59,1744.51,4.29,0.34,0.35,0.05,0.52,0.65,0.0,0.35,0.65,240,239,0.12,0.3,2,51.8
7,2021,2,Winter,Jeans,51.8,0.038492381716118684,49.875,144,0.34,1926.23,4.19,0.45,0.36,0.13,0.53,0.6,0.0,0.36,0.64,224,281,0.28,0.07,1,50.33
8,2021,2,Winter,Jeans,50.33,-0.02837837837837831,49.875,149,0.6,1783.82,4.01,0.29,0.15,0.3,0.47,0.52,0.01,0.15,0.85,224,291,0.15,0.29,1,49.16
9,2021,3,Summer,Jeans,49.16,-0.0232465726207034,50.2925,138,0.51,1483.9,4.28,0.25,0.22,0.01,0.64,0.15,0.21,0.22,0.78,240,255,0.27,0.55,1,48.66
10,2021,3,Summer,Jeans,48.66,-0.010170870626525663,49.9875,141,0.6,1408.98,4.23,0.15,0.4,0.24,0.31,0.48,0.21,0.4,0.6,250,330,0.15,0.41,1,41.16
11,2021,3,Summer,Jeans,41.16,-0.15413070283600494,47.3275,138,0.7,1501.81,4.03,0.11,0.47,0.14,0.17,0.71,0.12,0.47,0.53,235,256,0.26,0.1,0,46.92
12,2021,3,Summer,Jeans,46.92,0.13994169096209919,46.474999999999994,131,0.38,1765.89,4.04,0.08,0.05,0.67,0.39,0.24,0.37,0.05,0.95,253,264,0.2,0.1,2,51.33
13,2021,4,Summer,Jeans,51.33,0.09398976982097174,47.0175,146,0.54,1631.41,4.23,0.27,0.07,0.09,0.33,0.12,0.55,0.07,0.93,243,309,0.18,0.28,2,49.35
14,2021,4,Summer,Jeans,49.35,-0.038573933372296865,47.19,161,0.66,1829.32,3.99,0.1,0.39,0.02,0.4,0.18,0.42,0.39,0.61,230,273,0.21,0.24,1,40.68
15,2021,4,Summer,Jeans,40.68,-0.17568389057750766,47.07,122,0.57,1340.57,4.2,0.38,0.14,0.11,0.65,0.86,0.0,0.14,0.86,236,325,0.22,0.52,0,57.28
16,2021,4,Summer,Jeans,57.28,0.40806293018682394,49.660000000000004,177,0.81,1866.17,4.22,0.45,0.88,0.11,0.32,0.55,0.13,0.88,0.12,241,330,0.23,0.11,2,45.18
17,2021,5,Summer,Jeans,45.18,-0.21124301675977653,48.1225,140,0.45,1639.17,4.57,0.38,0.29,0.35,0.3,0.63,0.07,0.29,0.71,253,285,0.22,0.09,0,47.23
18,2021,5,Summer,Jeans,47.23,0.04537405931828231,47.5925,155,0.32,1505.13,4.59,0.38,0.41,0.02,0.42,0.35,0.23,0.41,0.59,254,285,0.19,0.32,1,52.83
19,2021,5,Summer,Jeans,52.83,0.11856870633072214,50.629999999999995,150,0.71,1657.43,4.36,0.54,0.15,0.05,0.06,0.31,0.63,0.15,0.85,284,243,0.26,0.35,2,48.09
20,2021,5,Summer,Jeans,48.09,-0.08972174900624641,48.332499999999996,131,0.63,1574.47,3.93,0.28,0.22,0.35,0.65,0.33,0.02,0.22,0.78,247,269,0.16,0.26,0,51.69
21,2021,6,Monsoon,Jeans,51.69,0.07485963817841546,49.959999999999994,157,0.87,1532.18,4.21,0.13,0.32,0.21,0.25,0.23,0.52,0.32,0.68,211,277,0.2,0.43,2,49.34
22,2021,6,Monsoon,Jeans,49.34,-0.045463339137163716,50.4875,150,0.53,1401.33,3.8,0.71,0.33,0.27,0.68,0.11,0.21,0.33,0.67,246,312,0.19,0.33,1,51.39
23,2021,6,Monsoon,Jeans,51.39,0.041548439400080905,50.127500000000005,154,0.74,1624.81,4.27,0.13,0.83,0.03,0.78,0.85,0.0,0.83,0.17,253,302,0.17,0.33,1,49.86
24,2021,6,Monsoon,Jeans,49.86,-0.02977232924693518,50.57,147,0.56,1663.76,3.91,0.51,0.46,0.08,0.13,0.29,0.58,0.46,0.54,285,291,0.21,0.17,1,56.42
25,2021,7,Monsoon,Jeans,56.42,0.13156839149618937,51.752500000000005,173,0.62,1911.38,3.48,0.2,0.76,0.11,0.64,0.36,0.0,0.76,0.24,274,329,0.22,0.07,2,51.96
26,2021,7,Monsoon,Jeans,51.96,-0.07904998227578874,52.4075,146,0.68,1481.87,4.05,0.22,0.26,0.26,0.1,0.29,0.61,0.26,0.74,263,281,0.24,0.14,0,47.02
27,2021,7,Monsoon,Jeans,47.02,-0.09507313317936872,51.315,128,0.69,5402.17,4.39,0.3,0.42,0.15,0.51,0.55,0.0,0.42,0.58,231,308,0.22,0.27,0,47.25
28,2021,7,Monsoon,Jeans,47.25,0.004891535516801326,50.6625,128,0.34,1584.83,3.59,0.18,0.55,0.11,0.57,0.41,0.02,0.55,0.45,271,298,0.22,0.21,1,52.92
29,2021,8,Monsoon,Jeans,52.92,0.1200000000000001,49.7875,164,0.51,1743.15,4.82,0.41,0.12,0.06,0.87,0.29,0.0,0.12,0.88,262,297,0.24,0.46,2,54.64
30,2021,8,Monsoon,Jeans,54.64,0.03250188964474687,50.457499999999996,158,0.61,1394.83,4.12,0.37,0.14,0.22,0.19,0.27,0.54,0.14,0.86,267,322,0.29,0.08,1,51.73
31,2021,8,Monsoon,Jeans,51.73,-0.05325768667642761,51.635000000000005,162,0.54,2114.4,3.43,0.15,0.45,0.21,0.51,0.38,0.11,0.45,0.55,225,323,0.21,0.33,0,45.27
